pid,occupation,exposure,female,age,master,stem,tier1,months_grad,employed,parent_edu,internship,income,retained,phcd1,phcd2,phcd3,phcd4,anx1,anx2,anx3,anx4,lit1,lit2,lit3,lit4,sup1,sup2,sup3,sup4,adp1,adp2,adp3,adp4,avd1,avd2,avd3,mkr1,mkr2,mkr3,reskill_hours
539,Education and training,0.55,1,24,1,0,0,6,1,0,0,10500.0,1,5,4,6,4,5,5,5,6,5,6,6,5,3,3,3,2,3.0,5.0,3.0,4.0,2.0,4.0,4.0,2,4,5,24.0
540,Mechanical and civil engineering,0.42,1,22,0,0,0,20,1,1,1,6500.0,0,2,4,1,3,5,7,7,7,6,4,6,5,6,5,6,6,,,,,,,,4,4,4,
541,Education and training,0.55,0,21,0,0,1,11,0,0,0,0.0,0,3,4,4,3,3,5,3,5,4,4,5,5,3,1,2,1,,,,,,,,6,3,6,
542,Sales,0.48,1,22,0,0,0,19,0,0,1,0.0,1,3,2,1,2,2,3,2,3,3,2,2,3,3,3,1,3,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1,3,2,14.0
543,Construction site management,0.22,0,25,0,1,1,9,1,0,1,7600.0,1,3,4,5,1,3,3,4,1,3,2,4,3,3,5,4,7,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4,6,3,31.0
544,Administrative and clerical,0.74,0,27,1,0,0,25,1,0,0,9600.0,1,5,5,5,7,4,3,4,4,2,3,4,3,3,2,2,4,5.0,3.0,3.0,1.0,3.0,2.0,4.0,7,6,6,47.0
545,Customer service and operations,0.64,0,25,1,0,0,23,1,0,1,8100.0,1,5,7,6,5,5,5,6,4,2,2,1,1,6,3,5,6,3.0,3.0,4.0,1.0,4.0,4.0,6.0,3,4,6,20.0
546,"Content, media and communication",0.76,1,21,0,1,0,11,1,1,0,4200.0,1,4,3,5,5,4,5,4,6,5,5,5,4,2,2,3,3,2.0,1.0,1.0,2.0,3.0,5.0,4.0,3,2,1,30.0
547,Customer service and operations,0.64,0,24,0,0,0,10,1,0,0,7700.0,1,5,5,6,6,6,5,5,7,4,4,4,4,1,3,2,1,2.0,2.0,3.0,2.0,6.0,4.0,4.0,6,6,6,7.0
548,Education and training,0.55,1,24,0,0,0,5,1,1,1,9100.0,1,4,5,3,3,6,5,6,5,3,2,4,4,2,2,3,4,3.0,4.0,3.0,4.0,5.0,7.0,7.0,2,3,3,11.0
549,Accounting and audit,0.82,0,21,0,0,0,19,1,1,1,7300.0,1,5,6,5,5,6,4,7,6,6,5,5,5,4,2,4,4,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5,5,6,59.0
550,Sales,0.48,1,25,0,0,0,8,1,0,0,8900.0,1,4,2,3,1,1,2,3,2,4,4,4,4,4,4,4,3,6.0,4.0,5.0,6.0,3.0,3.0,2.0,5,4,5,214.0
551,Public sector and institutions,0.5,1,24,0,0,0,4,0,0,0,0.0,0,5,6,3,6,3,4,5,5,4,4,4,2,3,1,2,2,,,,,,,,5,4,3,
552,Administrative and clerical,0.74,1,24,0,0,0,29,1,0,0,4900.0,1,5,6,4,4,2,3,2,1,5,6,5,6,3,2,3,3,3.0,2.0,4.0,5.0,4.0,2.0,5.0,5,2,3,30.0
553,Software and IT services,0.86,0,24,1,1,0,18,1,0,1,8300.0,1,6,7,7,7,6,6,4,7,5,3,3,5,2,1,3,1,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4,3,2,11.0
554,Design and creative services,0.66,1,25,0,1,0,24,1,1,1,10700.0,1,5,4,3,3,4,4,5,6,3,7,3,4,5,7,6,6,5.0,5.0,4.0,2.0,4.0,6.0,7.0,4,5,5,8.0
555,Public sector and institutions,0.5,1,26,1,1,0,20,1,0,0,9500.0,0,5,7,6,5,6,6,5,6,6,6,5,5,3,3,4,3,,,,,,,,1,2,1,
556,Construction site management,0.22,1,22,0,1,0,25,1,1,1,4900.0,1,3,3,4,3,2,4,2,3,2,3,4,2,6,7,5,6,5.0,5.0,5.0,6.0,3.0,3.0,2.0,2,6,4,47.0
557,Logistics and supply chain,0.33,1,23,0,1,1,26,0,0,1,0.0,1,3,3,4,3,3,3,3,3,6,7,5,6,3,3,3,2,1.0,1.0,4.0,2.0,2.0,4.0,3.0,7,5,7,16.0
558,"Content, media and communication",0.76,0,24,1,1,0,24,1,0,0,6000.0,0,5,5,5,4,2,2,2,2,2,5,2,3,5,5,6,6,,,,,,,,3,6,4,
559,Administrative and clerical,0.74,1,25,1,0,0,24,1,0,1,4300.0,1,5,5,4,4,2,4,3,5,7,7,7,7,4,5,5,5,5.0,6.0,6.0,4.0,2.0,4.0,3.0,2,3,4,19.0
560,Accounting and audit,0.82,1,22,0,0,0,32,0,0,0,0.0,1,2,4,3,4,5,3,6,3,2,3,5,4,4,3,2,3,4.0,7.0,6.0,7.0,6.0,4.0,2.0,3,5,4,104.0
561,Customer service and operations,0.64,1,21,0,1,0,32,0,1,1,0.0,1,5,4,5,4,3,2,3,5,4,5,3,4,5,3,4,4,6.0,6.0,6.0,7.0,4.0,2.0,5.0,5,5,5,67.0
562,Education and training,0.55,1,21,0,0,1,17,1,1,0,9900.0,1,5,4,5,4,4,5,3,5,4,6,5,6,5,5,2,4,3.0,4.0,3.0,3.0,3.0,4.0,4.0,7,7,6,17.0
563,Software and IT services,0.86,0,23,0,1,1,35,1,0,1,9700.0,1,3,4,4,5,5,5,4,4,5,5,5,7,4,6,4,3,3.0,4.0,2.0,3.0,2.0,2.0,2.0,5,6,5,9.0
564,Accounting and audit,0.82,0,21,0,1,0,22,1,0,1,8500.0,1,7,5,7,7,6,5,5,5,4,3,5,5,6,3,4,4,5.0,5.0,3.0,5.0,7.0,6.0,7.0,5,5,4,24.0
565,Public sector and institutions,0.5,0,21,0,0,1,31,1,0,1,5200.0,1,4,4,5,5,3,1,2,3,2,1,1,4,5,4,2,1,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2,3,3,8.0
566,Public sector and institutions,0.5,0,21,0,0,0,8,1,0,1,2700.0,1,5,2,4,4,5,3,2,4,3,2,3,3,2,3,1,2,3.0,5.0,4.0,4.0,4.0,4.0,3.0,5,5,4,24.0
567,Marketing and e-commerce,0.6,1,25,0,1,0,4,1,0,0,9700.0,0,2,4,5,4,4,4,5,6,4,4,4,5,1,1,2,1,,,,,,,,6,7,7,
568,Public sector and institutions,0.5,1,22,0,0,0,16,0,0,0,0.0,1,4,4,1,3,3,5,6,5,6,7,6,7,2,2,3,1,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5,5,4,22.0
569,Healthcare and nursing,0.35,1,22,0,1,0,19,0,1,0,0.0,0,3,4,5,4,3,4,3,2,3,4,3,3,3,4,6,5,,,,,,,,2,5,5,
570,Public sector and institutions,0.5,1,23,0,0,1,28,1,1,0,6200.0,0,5,3,5,5,5,4,4,5,3,4,4,5,2,3,2,2,,,,,,,,4,4,3,
571,Mechanical and civil engineering,0.42,1,22,0,0,1,18,1,0,1,6900.0,0,3,4,5,3,4,4,4,3,6,5,4,4,3,3,4,2,,,,,,,,1,2,2,
572,Administrative and clerical,0.74,1,24,0,0,0,7,1,1,1,11900.0,1,3,3,3,3,2,4,4,2,5,3,3,4,5,5,6,4,5.0,7.0,5.0,5.0,7.0,7.0,6.0,6,6,5,17.0
573,"Content, media and communication",0.76,1,25,0,1,1,9,0,0,1,0.0,0,3,4,4,4,4,6,4,3,2,2,4,3,7,7,5,7,,,,,,,,3,3,5,
574,Administrative and clerical,0.74,1,23,0,0,0,28,1,0,1,5500.0,1,6,5,4,4,6,5,5,4,5,5,4,6,6,6,5,5,5.0,3.0,2.0,3.0,4.0,5.0,5.0,4,3,3,16.0
575,"Content, media and communication",0.76,0,24,0,0,0,23,1,1,0,11500.0,1,5,5,3,3,3,4,4,5,2,1,3,1,3,4,3,5,2.0,3.0,3.0,4.0,3.0,4.0,2.0,4,4,4,21.0
576,Education and training,0.55,1,25,0,1,0,36,1,1,0,6600.0,1,3,4,4,3,4,3,4,2,3,3,1,1,3,3,3,3,4.0,6.0,6.0,5.0,5.0,5.0,3.0,3,2,2,27.0
577,Public sector and institutions,0.5,1,23,0,1,0,4,1,1,0,2700.0,1,6,6,5,6,6,7,7,7,2,2,1,1,1,2,3,2,1.0,3.0,2.0,2.0,7.0,7.0,6.0,4,1,4,11.0
578,Research and development,0.58,0,25,0,0,0,30,0,1,1,0.0,0,5,3,4,3,2,3,3,2,4,4,4,3,4,4,3,3,,,,,,,,7,7,6,
579,Education and training,0.55,1,23,0,0,1,32,1,0,1,8100.0,1,4,3,5,6,4,4,3,4,2,4,4,4,6,4,6,5,5.0,6.0,5.0,5.0,4.0,1.0,3.0,7,7,7,21.0
580,Education and training,0.55,1,23,0,1,1,25,1,0,0,9100.0,1,5,7,5,5,6,4,5,6,3,6,4,4,1,2,1,3,5.0,4.0,4.0,3.0,2.0,5.0,5.0,3,6,4,46.0
581,Hospitality and retail,0.25,0,21,0,1,1,25,1,0,0,3100.0,1,2,2,4,3,4,4,4,4,6,4,6,3,2,3,3,2,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3,4,2,11.0
582,Public sector and institutions,0.5,0,26,1,1,0,21,1,0,1,4000.0,0,2,4,5,6,2,1,2,1,2,4,3,4,7,7,5,6,,,,,,,,5,3,4,
583,Public sector and institutions,0.5,0,21,0,0,0,16,1,1,1,7000.0,0,4,4,5,2,5,5,5,3,5,4,4,4,2,2,2,2,,,,,,,,2,2,3,
584,Logistics and supply chain,0.33,1,22,0,1,1,26,1,0,1,3600.0,1,6,3,4,4,5,5,4,5,3,3,4,4,3,4,3,2,3.0,4.0,4.0,3.0,6.0,7.0,6.0,6,4,5,21.0
585,"Banking, securities and finance",0.71,1,26,1,0,1,8,1,0,1,6000.0,0,5,5,5,5,4,4,3,3,3,1,4,4,4,4,3,5,,,,,,,,5,5,4,
586,"Content, media and communication",0.76,0,21,0,1,1,21,1,0,1,8300.0,1,5,5,7,5,2,2,1,3,6,6,5,4,7,6,5,6,2.0,3.0,2.0,3.0,1.0,1.0,1.0,7,5,6,21.0
587,Healthcare and nursing,0.35,1,25,0,0,0,9,1,0,1,6800.0,0,2,1,2,1,3,3,3,2,2,4,2,2,3,5,3,3,,,,,,,,1,3,6,
588,Administrative and clerical,0.74,0,26,1,0,0,30,1,1,0,7600.0,0,5,5,5,5,4,4,4,5,5,5,5,3,4,4,5,4,,,,,,,,2,3,4,
589,Healthcare and nursing,0.35,0,23,0,0,0,6,1,0,0,6900.0,0,3,5,5,4,5,4,5,6,4,3,3,2,1,3,4,4,,,,,,,,5,4,4,
590,Software and IT services,0.86,0,25,0,1,1,10,1,1,1,3900.0,1,5,5,5,5,5,4,6,5,5,4,5,4,5,5,5,6,6.0,2.0,3.0,4.0,2.0,4.0,4.0,5,5,3,11.0
591,Education and training,0.55,1,24,0,1,1,35,0,0,1,0.0,1,2,3,3,4,4,4,5,5,3,6,4,6,3,3,3,3,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5,5,4,10.0
592,Marketing and e-commerce,0.6,0,23,0,0,0,7,1,0,1,7800.0,0,4,4,4,4,2,1,1,1,4,2,5,2,7,7,7,7,,,,,,,,2,3,2,
593,Logistics and supply chain,0.33,0,23,0,1,0,23,0,0,1,0.0,0,5,4,3,3,4,2,2,5,5,4,4,5,3,4,3,5,,,,,,,,5,3,2,
594,Research and development,0.58,0,25,1,0,0,14,1,1,0,5500.0,0,4,3,3,3,4,3,2,4,4,4,3,4,4,2,1,1,,,,,,,,1,1,4,
595,"Banking, securities and finance",0.71,0,24,1,0,0,6,1,0,0,7300.0,0,3,1,4,3,3,3,3,5,5,5,6,6,5,5,4,5,,,,,,,,6,6,6,
596,Customer service and operations,0.64,0,25,0,0,0,3,0,0,1,0.0,1,3,3,3,4,3,5,2,3,5,6,7,6,4,3,2,3,5.0,4.0,3.0,4.0,5.0,5.0,5.0,1,3,2,21.0
597,Administrative and clerical,0.74,0,25,0,0,0,6,1,0,1,4700.0,1,3,4,6,4,5,6,7,5,4,3,2,4,4,4,6,4,3.0,4.0,4.0,4.0,7.0,6.0,6.0,6,3,6,11.0
598,Administrative and clerical,0.74,1,24,0,0,0,9,1,0,0,21300.0,1,5,3,4,4,3,4,3,4,2,1,2,2,4,5,4,2,3.0,2.0,3.0,4.0,4.0,4.0,5.0,5,6,6,5.0
599,Education and training,0.55,1,25,0,1,1,20,0,0,0,0.0,0,5,5,3,4,4,5,4,5,3,4,3,4,4,6,4,4,,,,,,,,3,3,2,
600,Logistics and supply chain,0.33,0,21,0,0,0,34,0,1,0,0.0,0,2,5,3,4,1,3,5,3,5,7,6,6,4,3,4,4,,,,,,,,3,4,2,
601,Accounting and audit,0.82,1,24,0,1,0,18,0,0,0,0.0,1,6,7,5,2,4,6,4,5,4,3,4,3,3,3,3,2,1.0,4.0,2.0,2.0,5.0,4.0,2.0,5,4,6,5.0
602,Construction site management,0.22,1,23,0,0,0,22,1,1,1,4600.0,1,2,5,5,3,5,5,6,5,3,5,4,3,4,5,4,3,4.0,5.0,5.0,4.0,6.0,3.0,6.0,4,4,3,161.0
603,Software and IT services,0.86,0,24,0,1,0,24,1,0,1,5600.0,1,6,7,6,7,5,5,6,5,4,7,3,6,6,4,6,6,4.0,4.0,6.0,4.0,4.0,4.0,4.0,5,4,3,31.0
604,"Banking, securities and finance",0.71,1,25,0,0,1,4,1,1,1,5800.0,1,4,4,5,4,3,6,5,4,2,2,3,3,2,3,4,2,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4,5,4,13.0
605,Customer service and operations,0.64,0,22,0,0,0,6,1,1,1,2900.0,1,4,4,5,5,5,5,5,6,3,4,4,4,5,4,6,4,4.0,3.0,5.0,3.0,6.0,4.0,5.0,6,4,4,10.0
606,"Content, media and communication",0.76,0,24,1,0,1,29,0,0,1,0.0,1,4,3,4,3,4,3,3,3,5,4,6,4,5,5,7,6,5.0,5.0,5.0,5.0,2.0,3.0,5.0,6,6,7,33.0
607,Mechanical and civil engineering,0.42,0,23,0,0,0,14,0,0,1,0.0,1,4,2,1,3,1,2,1,4,2,2,2,1,3,3,2,4,2.0,3.0,2.0,4.0,1.0,4.0,4.0,3,3,5,9.0
608,Research and development,0.58,0,25,0,0,1,8,1,0,1,4400.0,1,4,3,6,4,5,4,5,3,1,3,3,3,2,3,3,3,3.0,3.0,2.0,2.0,3.0,4.0,5.0,5,5,7,12.0
609,Software and IT services,0.86,0,24,0,0,0,31,1,1,1,4600.0,1,5,4,5,4,4,3,5,5,5,7,4,6,5,5,5,5,5.0,6.0,5.0,5.0,3.0,4.0,4.0,6,3,3,41.0
610,Logistics and supply chain,0.33,0,24,1,1,1,6,1,0,0,9400.0,1,4,2,3,2,4,4,4,5,5,3,4,4,5,4,7,4,7.0,6.0,6.0,6.0,2.0,2.0,2.0,2,1,2,69.0
611,Education and training,0.55,1,25,0,1,0,23,1,0,1,5800.0,1,4,3,4,4,2,4,4,4,4,5,6,4,4,5,5,5,3.0,6.0,4.0,4.0,4.0,4.0,3.0,3,4,4,31.0
612,Administrative and clerical,0.74,1,22,0,1,1,13,1,0,1,3900.0,1,7,7,7,7,6,7,7,6,6,5,5,4,4,4,6,5,3.0,6.0,4.0,5.0,6.0,7.0,5.0,3,2,5,48.0
613,Sales,0.48,1,28,1,0,0,4,1,1,1,3600.0,0,4,5,4,4,7,6,5,4,6,5,7,7,4,6,5,5,,,,,,,,6,7,5,
614,Education and training,0.55,1,23,0,0,0,19,1,0,1,6500.0,1,2,3,2,1,1,2,2,2,2,2,3,3,5,4,4,4,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1,3,3,13.0
615,Software and IT services,0.86,0,22,0,0,0,18,0,0,1,0.0,0,7,7,6,7,5,5,6,6,3,1,3,1,4,2,5,3,,,,,,,,5,3,6,
616,Software and IT services,0.86,0,26,1,0,0,16,0,0,0,0.0,1,7,6,6,6,5,4,3,6,3,2,2,3,4,2,4,3,2.0,3.0,3.0,3.0,6.0,6.0,4.0,6,6,3,4.0
617,Accounting and audit,0.82,1,24,0,0,0,18,0,1,0,0.0,1,4,4,5,4,3,4,5,6,4,5,3,5,5,3,4,3,5.0,1.0,4.0,5.0,5.0,6.0,7.0,6,3,6,63.0
618,Mechanical and civil engineering,0.42,0,24,0,0,1,33,1,0,1,7800.0,1,3,3,3,4,3,3,3,3,4,3,4,4,4,4,3,4,4.0,2.0,5.0,4.0,1.0,3.0,3.0,5,6,3,19.0
619,Public sector and institutions,0.5,0,23,0,0,0,9,1,0,1,6000.0,1,2,2,1,2,1,1,1,1,1,4,3,2,2,4,3,2,2.0,2.0,3.0,3.0,1.0,1.0,1.0,5,6,4,11.0
620,Healthcare and nursing,0.35,1,28,1,1,0,17,1,0,1,7100.0,1,1,1,1,1,2,2,3,2,5,5,6,6,6,5,4,5,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2,3,3,2.0
621,Software and IT services,0.86,0,24,0,0,1,32,1,0,1,5300.0,1,4,5,6,4,3,5,3,4,4,4,5,4,4,5,7,7,6.0,3.0,6.0,6.0,3.0,2.0,3.0,4,4,3,20.0
622,Administrative and clerical,0.74,0,23,0,0,1,7,0,0,1,0.0,1,7,6,6,7,6,5,4,6,2,2,1,3,5,6,4,4,3.0,4.0,4.0,3.0,6.0,4.0,6.0,2,3,3,7.0
623,Public sector and institutions,0.5,0,28,1,1,0,21,1,0,0,7100.0,1,3,3,4,3,3,4,3,3,5,6,6,5,4,3,3,4,6.0,4.0,5.0,3.0,3.0,2.0,4.0,7,5,5,15.0
624,Marketing and e-commerce,0.6,1,22,0,1,0,31,1,1,1,9400.0,1,3,3,3,2,3,4,4,5,5,7,7,5,4,7,5,6,4.0,5.0,5.0,5.0,4.0,3.0,5.0,6,5,6,44.0
625,Marketing and e-commerce,0.6,1,23,0,0,0,27,1,0,1,3600.0,1,3,5,3,4,6,5,5,5,4,4,5,5,2,3,3,4,5.0,3.0,7.0,5.0,6.0,7.0,4.0,4,5,3,29.0
626,Construction site management,0.22,1,24,0,1,0,12,1,0,0,6200.0,1,1,1,1,1,2,5,3,2,1,2,1,1,4,4,3,4,5.0,3.0,4.0,3.0,3.0,2.0,4.0,2,3,3,16.0
627,Software and IT services,0.86,1,22,0,0,1,27,0,1,0,0.0,1,5,7,6,6,4,5,5,4,3,4,6,5,6,7,7,7,6.0,6.0,6.0,7.0,3.0,2.0,3.0,4,4,4,26.0
628,Hospitality and retail,0.25,1,25,0,1,0,20,0,0,0,0.0,0,3,4,3,2,5,5,4,3,6,5,6,6,2,3,4,7,,,,,,,,5,2,3,
629,"Content, media and communication",0.76,1,24,1,0,1,6,1,0,0,8000.0,1,2,4,4,4,5,4,4,5,3,3,2,2,2,4,2,1,3.0,3.0,5.0,4.0,4.0,2.0,6.0,2,3,1,14.0
630,Marketing and e-commerce,0.6,1,27,1,0,1,4,1,1,1,6800.0,1,1,2,2,2,3,3,3,3,4,4,6,4,4,5,5,4,2.0,1.0,1.0,2.0,6.0,3.0,5.0,3,6,4,28.0
631,Manufacturing operations,0.3,1,22,0,0,0,31,1,0,1,6700.0,0,3,4,3,4,3,5,5,4,4,5,2,3,3,5,5,4,,,,,,,,6,7,6,
632,Marketing and e-commerce,0.6,0,24,0,1,0,27,1,0,0,6400.0,1,4,3,6,4,4,3,3,4,4,4,1,4,2,6,4,4,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5,4,5,25.0
633,Public sector and institutions,0.5,1,25,0,0,1,8,0,0,1,0.0,0,3,2,4,3,5,4,6,7,4,5,3,3,4,4,6,5,,,,,,,,2,1,3,
634,Customer service and operations,0.64,1,28,1,0,0,18,1,0,1,6200.0,1,3,4,4,3,2,2,1,2,4,4,3,3,3,2,3,1,2.0,3.0,1.0,3.0,2.0,4.0,3.0,5,5,4,8.0
635,Mechanical and civil engineering,0.42,0,21,0,1,0,35,1,0,0,5400.0,1,5,4,5,5,5,5,7,5,3,3,3,3,1,2,1,2,5.0,2.0,5.0,5.0,6.0,6.0,5.0,4,7,4,13.0
636,Design and creative services,0.66,0,23,0,0,0,15,1,0,1,5600.0,1,5,5,4,4,4,4,5,3,4,4,6,3,5,3,3,2,6.0,7.0,5.0,6.0,4.0,5.0,4.0,3,4,3,58.0
637,Accounting and audit,0.82,1,21,0,0,0,34,1,0,0,7000.0,0,3,4,5,3,4,5,4,5,1,3,4,2,6,6,6,4,,,,,,,,2,6,4,
638,Logistics and supply chain,0.33,0,21,0,0,0,33,1,0,0,4200.0,1,1,1,4,1,3,2,4,1,2,3,1,2,6,7,4,5,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3,4,4,16.0
639,Healthcare and nursing,0.35,1,23,0,1,0,4,1,0,1,4400.0,0,1,2,2,2,5,3,4,4,6,6,5,5,2,4,4,3,,,,,,,,4,5,3,
640,Public sector and institutions,0.5,1,21,0,0,1,25,1,0,1,8200.0,1,6,3,6,5,2,3,3,3,4,5,5,2,6,4,4,6,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3,1,5,24.0
641,"Content, media and communication",0.76,1,21,0,1,1,16,1,0,1,4400.0,1,4,3,2,3,5,5,4,5,3,4,2,2,2,4,3,3,3.0,5.0,3.0,4.0,2.0,4.0,4.0,5,7,5,11.0
642,Sales,0.48,0,24,0,0,0,20,0,0,0,0.0,1,6,5,6,5,7,5,5,4,2,3,3,2,1,4,2,2,5.0,6.0,5.0,5.0,4.0,6.0,6.0,2,5,3,20.0
643,Marketing and e-commerce,0.6,0,21,0,1,0,15,1,0,0,4800.0,1,5,4,4,4,6,6,4,4,1,2,1,1,3,5,2,4,1.0,3.0,3.0,3.0,6.0,4.0,4.0,3,2,3,2.0
644,Public sector and institutions,0.5,1,25,0,1,0,16,0,0,0,0.0,1,4,4,2,3,4,3,4,2,6,7,5,4,3,3,5,5,2.0,3.0,2.0,3.0,3.0,1.0,2.0,4,3,4,9.0
645,Marketing and e-commerce,0.6,0,23,0,0,0,20,1,1,1,5900.0,1,5,5,6,4,5,6,6,6,3,4,4,4,2,4,2,3,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3,2,6,9.0
646,Public sector and institutions,0.5,1,23,0,0,0,36,1,0,1,7200.0,1,4,2,3,2,5,6,3,5,4,5,5,6,2,1,2,1,3.0,3.0,2.0,3.0,5.0,3.0,1.0,7,4,3,25.0
647,"Banking, securities and finance",0.71,0,23,0,0,1,7,1,0,1,4600.0,1,4,4,3,6,3,2,3,3,4,5,6,5,5,6,5,4,3.0,3.0,5.0,4.0,3.0,2.0,4.0,5,3,5,6.0
648,Mechanical and civil engineering,0.42,0,26,1,0,0,9,1,1,1,6900.0,1,2,3,3,3,3,3,3,3,3,3,3,5,4,3,6,4,5.0,3.0,3.0,5.0,2.0,1.0,1.0,3,4,3,24.0
649,Sales,0.48,0,25,0,0,0,23,0,0,0,0.0,1,5,3,3,3,3,2,2,3,2,1,1,2,4,5,5,5,2.0,4.0,5.0,4.0,2.0,3.0,2.0,4,5,4,25.0
650,Customer service and operations,0.64,1,24,0,1,0,26,1,1,1,6400.0,0,4,5,3,3,2,2,3,2,4,4,5,3,3,4,3,2,,,,,,,,6,2,3,
651,Research and development,0.58,0,21,0,1,0,4,0,1,1,0.0,1,4,4,4,3,4,2,3,3,6,6,4,7,4,5,4,3,3.0,4.0,5.0,4.0,2.0,2.0,3.0,6,5,4,64.0
652,Mechanical and civil engineering,0.42,0,25,0,0,0,23,1,0,0,5900.0,1,5,5,2,3,2,1,2,1,5,5,3,4,3,5,3,4,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4,5,6,9.0
653,Public sector and institutions,0.5,1,25,0,1,0,33,0,0,1,0.0,1,4,3,3,3,4,6,4,5,4,5,2,4,4,4,3,4,6.0,3.0,4.0,4.0,5.0,6.0,5.0,5,3,5,38.0
654,Accounting and audit,0.82,1,23,0,0,0,23,1,0,1,12000.0,0,6,7,6,7,5,4,5,4,2,2,3,2,6,5,5,6,,,,,,,,1,1,1,
655,Human resources,0.62,1,23,0,0,1,15,1,0,1,12900.0,1,2,2,2,3,6,4,4,4,5,5,3,4,5,7,6,4,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4,4,4,50.0
656,Administrative and clerical,0.74,0,25,0,1,0,11,0,1,1,0.0,0,3,1,4,4,4,4,4,2,6,6,5,4,4,6,4,4,,,,,,,,1,3,3,
657,Human resources,0.62,1,24,0,1,1,6,1,0,0,4700.0,1,1,1,1,3,4,4,3,2,4,1,4,3,2,1,3,3,2.0,4.0,4.0,4.0,6.0,5.0,3.0,4,6,6,20.0
658,Education and training,0.55,1,28,1,0,1,10,0,0,1,0.0,1,5,5,5,3,5,6,6,7,5,4,5,7,1,1,2,3,5.0,6.0,5.0,5.0,3.0,4.0,6.0,4,5,3,38.0
659,Logistics and supply chain,0.33,1,25,0,0,0,3,1,1,0,5600.0,1,3,4,3,4,6,5,5,5,2,2,3,2,3,4,2,4,3.0,3.0,5.0,2.0,7.0,5.0,7.0,2,2,3,7.0
660,Education and training,0.55,0,28,1,0,1,34,0,0,1,0.0,0,5,5,4,5,4,3,3,3,5,3,6,5,2,5,5,5,,,,,,,,5,4,5,
661,Education and training,0.55,1,24,0,1,0,3,1,0,1,6700.0,0,3,2,3,3,4,3,3,3,4,5,4,3,1,2,1,1,,,,,,,,4,2,1,
662,Human resources,0.62,1,22,0,1,0,15,0,0,0,0.0,1,6,4,5,4,4,2,5,4,3,5,5,4,4,6,3,5,3.0,5.0,5.0,3.0,5.0,6.0,5.0,5,5,6,17.0
663,Hospitality and retail,0.25,0,25,0,1,1,25,1,0,0,9800.0,1,3,1,2,2,2,2,2,3,5,5,4,5,3,1,4,3,4.0,3.0,4.0,4.0,4.0,2.0,5.0,7,6,3,19.0
664,Education and training,0.55,1,24,0,0,0,17,1,0,0,6100.0,1,6,4,5,5,4,3,3,3,3,2,4,4,4,5,5,4,4.0,5.0,4.0,5.0,4.0,4.0,3.0,2,4,5,15.0
665,"Content, media and communication",0.76,0,24,0,0,1,9,1,0,0,5000.0,1,3,3,2,4,5,4,3,4,5,5,5,6,1,2,1,1,5.0,6.0,4.0,5.0,2.0,3.0,4.0,3,6,3,21.0
666,Education and training,0.55,0,22,0,1,0,20,0,0,1,0.0,1,1,3,3,1,2,3,3,3,5,5,4,5,3,3,3,3,2.0,3.0,2.0,3.0,6.0,3.0,4.0,2,1,1,20.0
667,Software and IT services,0.86,1,22,0,0,0,34,1,1,1,6000.0,0,6,5,6,6,3,4,4,4,4,6,6,5,5,6,6,6,,,,,,,,4,4,3,
668,"Content, media and communication",0.76,1,25,0,0,0,33,0,1,1,0.0,1,6,3,5,5,6,6,5,5,7,5,6,5,6,4,3,5,5.0,6.0,4.0,6.0,4.0,3.0,4.0,3,5,4,29.0
669,Mechanical and civil engineering,0.42,1,23,0,0,0,9,0,0,1,0.0,1,2,2,2,1,1,2,2,1,5,5,5,5,3,4,4,4,1.0,1.0,4.0,1.0,1.0,6.0,3.0,2,3,3,10.0
670,"Content, media and communication",0.76,0,24,0,0,1,28,0,1,1,0.0,0,5,3,4,4,4,2,3,4,2,3,2,2,3,4,3,3,,,,,,,,5,4,2,
671,Research and development,0.58,1,27,1,0,0,7,0,0,1,0.0,1,4,4,5,5,3,4,4,2,2,3,4,3,6,4,4,6,3.0,4.0,4.0,5.0,1.0,2.0,3.0,1,3,1,17.0
672,Healthcare and nursing,0.35,1,27,1,1,1,9,1,0,1,5100.0,1,5,6,4,4,2,4,3,2,2,4,5,4,4,5,4,5,5.0,4.0,4.0,6.0,4.0,4.0,3.0,4,5,4,26.0
673,Accounting and audit,0.82,0,21,0,1,0,22,1,0,1,6600.0,1,4,5,5,5,3,6,6,5,5,6,7,6,5,5,7,4,4.0,5.0,4.0,4.0,2.0,2.0,4.0,5,3,5,23.0
